Titulo,Autores,Categoria,Calificacion,Precio,"In Stock",Link
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More","Mark Scarbrough, Bruce Weinstein","Food and Drink",1,Â£38.77,"In stock",https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
"Troublemaker: Surviving Hollywood and Scientology","Leah Remini, Rebecca Paley",Default,2,Â£48.39,"In stock",https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
"The Widow","MIGUEL DE CERVANTES",Mystery,2,Â£27.26,"In stock",https://books.toscrape.com/catalogue/the-widow_609/index.html
"The Sleep Revolution: Transforming Your Life, One Night at a Time","Arianna Huffington",Nonfiction,4,Â£11.68,"In stock",https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
"The Improbability of Love","Hannah Rothschild",Fiction,1,Â£59.45,"In stock",https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html
"The Art of Startup Fundraising","Alejandro Cremades",Business,3,Â£21.00,"In stock",https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
"Take Me Home Tonight (Rock Star Romance #3)","Erika Kelly",Romance,3,Â£53.98,"In stock",https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html
"Sleeping Giants (Themis Files #1)","Sylvain Neuvel","Science Fiction",1,Â£48.74,"In stock",https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena","Shelley Emling",Biography,2,Â£21.15,"In stock",https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
"Playing with Fire","Barbara Field",Mystery,3,Â£13.71,"In stock",https://books.toscrape.com/catalogue/playing-with-fire_602/index.html
"Off the Hook (Fishing for Trouble #1)","David Weber",Romance,3,Â£47.67,"In stock",https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html
"Mothering Sunday","Constance Penswick Smith",Fiction,2,Â£13.34,"In stock",https://books.toscrape.com/catalogue/mothering-sunday_600/index.html
"Mother, Can You Not?","Kate Siegel",Nonfiction,5,Â£16.89,"In stock",https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
"M Train","Patti Smith",Autobiography,1,Â£27.18,"In stock",https://books.toscrape.com/catalogue/m-train_598/index.html
"Lilac Girls","Martha Hall Kelly","Historical Fiction",2,Â£17.28,"In stock",https://books.toscrape.com/catalogue/lilac-girls_597/index.html
"Lies and Other Acts of Love","Kristy Woodson Harvey",Fiction,1,Â£45.14,"In stock",https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html
"Lab Girl","Hope Jahren",Autobiography,1,Â£40.85,"In stock",https://books.toscrape.com/catalogue/lab-girl_595/index.html
"Keep Me Posted","Lisa Beazley","Womens Fiction",4,Â£20.46,"In stock",https://books.toscrape.com/catalogue/keep-me-posted_594/index.html
"It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle","Mark Wolynn",Psychology,3,Â£56.27,"In stock",https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
"Grey (Fifty Shades #4)","E L James","Womens Fiction",4,Â£48.49,"In stock",https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html
"Exit, Pursued by a Bear","E. K. Johnston","Young Adult",4,Â£51.34,"In stock",https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html
Daredevils,"Bill Condon",Fiction,3,Â£16.34,"In stock",https://books.toscrape.com/catalogue/daredevils_590/index.html
"Cravings: Recipes for What You Want to Eat","Lucinda Scala Quinn","Food and Drink",3,Â£20.50,"In stock",https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
"Born for This: How to Find the Work You Were Meant to Do","Chris Guillebeau",Business,5,Â£21.59,"In stock",https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
Arena,"Jorge Luis Borges","Science Fiction",4,Â£21.36,"In stock",https://books.toscrape.com/catalogue/arena_587/index.html
Adultery,"Hector Davies Morgan",Default,5,Â£20.88,"In stock",https://books.toscrape.com/catalogue/adultery_586/index.html
"A Mother's Reckoning: Living in the Aftermath of Tragedy","Sue Klebold",Nonfiction,3,Â£19.53,"In stock",https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
"A Gentleman's Position (Society of Gentlemen #3)","Everest Media,",Romance,5,Â£14.75,"In stock",https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html
11/22/63,"Stephen King",Fiction,3,Â£48.48,"In stock",https://books.toscrape.com/catalogue/112263_583/index.html
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works","Shortcut Edition",Nonfiction,2,Â£24.57,"In stock",https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
"10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!","JJ Smith",Health,5,Â£49.71,"In stock",https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
"Without Shame","Shemaryah Mannie","Add a comment",5,Â£48.27,"In stock",https://books.toscrape.com/catalogue/without-shame_580/index.html
Watchmen,"Alan Moore","Add a comment",4,Â£58.05,"In stock",https://books.toscrape.com/catalogue/watchmen_579/index.html
"Unlimited Intuition Now","Catherine Carrigan",Default,4,Â£58.87,"In stock",https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
"Underlying Notes","Eva Pasco",Default,2,Â£11.82,"In stock",https://books.toscrape.com/catalogue/underlying-notes_577/index.html
"The Shack","Wm Paul Young",Fiction,1,Â£28.03,"In stock",https://books.toscrape.com/catalogue/the-shack_576/index.html
"The New Brand You: Your New Image Makes the Sale for You","Julie Broad",Default,5,Â£44.05,"In stock",https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York","Mollie Katzen","Food and Drink",4,Â£12.34,"In stock",https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
"The Flowers Lied","J J Grandville",Default,2,Â£16.68,"In stock",https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality","Brian Greene",Science,1,Â£55.91,"In stock",https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
"The Book of Mormon","Grant Hardy",Religion,3,Â£24.57,"In stock",https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html
"The Art and Science of Low Carbohydrate Living","Jeff S. Volek, Phd Stephen D. Phinney MD, Rd Jeff S. Volek Phd, Stephen D. Phinney",Health,5,Â£52.98,"In stock",https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
"The Alien Club","Ray Brown","Young Adult",1,Â£54.40,"In stock",https://books.toscrape.com/catalogue/the-alien-club_569/index.html
"Suzie Snowflake: One beautiful flake (a self-esteem story)","Crystal Rose",Novels,5,Â£54.81,"In stock",https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
Nap-a-Roo,"Kristy Kurjan",Childrens,1,Â£25.08,"In stock",https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond","Hillary DePiano",Default,4,Â£10.41,"In stock",https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
"Modern Day Fables","Horace Fletcher",Default,2,Â£47.44,"In stock",https://books.toscrape.com/catalogue/modern-day-fables_565/index.html
"If I Gave You God's Phone Number....: Searching for Spirituality in America","Mare Cromwell",Spirituality,1,Â£20.91,"In stock",https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
"Fruits Basket, Vol. 9 (Fruits Basket #9)","Natsuki Takaya","Sequential Art",4,Â£33.95,"In stock",https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html
"Dress Your Family in Corduroy and Denim","David Sedaris",Humor,3,Â£43.68,"In stock",https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
"Don't Forget Steven","P. D. Workman","Young Adult",1,Â£33.23,"In stock",https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html
"Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster","Andrew Leatherbarrow",Nonfiction,2,Â£35.92,"In stock",https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
"Art and Fear: Observations on the Perils (and Rewards) of Artmaking","David Bayles, Ted Orland",Art,4,Â£48.63,"In stock",https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
"A Shard of Ice (The Black Symphony Saga #1)","Alivia Anders",Fantasy,3,Â£56.63,"In stock",https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
"A Hero's Curse (The Unseen Chronicles #1)","P.S. Broaddus","Add a comment",3,Â£50.49,"In stock",https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
"23 Degrees South: A Tropical Tale of Changing Whether...","Neal Rabin","Add a comment",2,Â£35.79,"In stock",https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
"Zero to One: Notes on Startups, or How to Build the Future","Blake Masters, Peter Thiel",Nonfiction,3,Â£34.06,"In stock",https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
"Why Not Me?","Li'Shey Johnson",Nonfiction,1,Â£17.76,"In stock",https://books.toscrape.com/catalogue/why-not-me_554/index.html
"When Breath Becomes Air","Paul Kalanithi",Nonfiction,2,Â£39.36,"In stock",https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel","Rolf Potts",Travel,2,Â£36.94,"In stock",https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html
"The Unlikely Pilgrimage of Harold Fry (Harold Fry #1)","Khadija Caffoor",Default,5,Â£43.62,"In stock",https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
"The New Drawing on the Right Side of the Brain","Betty Edwards",Art,3,Â£43.02,"In stock",https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer","Skip Hollandsworth",Nonfiction,4,Â£28.45,"In stock",https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
"The Martian (The Martian #1)","Steve Orlando, Frank Barbiere, Jim Fanning",Default,2,Â£41.39,"In stock",https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
"The High Mountains of Portugal","Yann Martel",Fiction,1,Â£51.15,"In stock",https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
"The Grownup","Rainer Maria Rilke, Black Oak Books (Firm)","Short Stories",1,Â£35.88,"In stock",https://books.toscrape.com/catalogue/the-grownup_546/index.html
"The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It","Shortcut Edition",Business,1,Â£36.91,"In stock",https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
"South of Sunshine","Pasquale De Marco","Young Adult",1,Â£28.93,"In stock",https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html
"Smarter Faster Better: The Secrets of Being Productive in Life and Business","Charles Duhigg",Nonfiction,5,Â£38.89,"In stock",https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
"Silence in the Dark (Logan Point #4)","Patricia Bradley",Suspense,3,Â£58.33,"In stock",https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
"Shadows of the Past (Logan Point #1)","Patricia Bradley","Christian Fiction",5,Â£39.67,"In stock",https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
"Roller Girl","Victoria Jamieson","Sequential Art",5,Â£14.10,"In stock",https://books.toscrape.com/catalogue/roller-girl_540/index.html
"Rising Strong","Brené Brown",Nonfiction,3,Â£21.82,"In stock",https://books.toscrape.com/catalogue/rising-strong_539/index.html
"Proofs of God: Classical Arguments from Tertullian to Barth","Matthew Levering",Philosophy,1,Â£54.21,"In stock",https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html
"Please Kill Me: The Uncensored Oral History of Punk","André Malraux",Music,4,Â£31.19,"In stock",https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
"Out of Print: City Lights Spotlight No. 14","Shelley Fisher Fishkin",Poetry,5,Â£53.64,"In stock",https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html
"My Life Next Door (My Life Next Door )","Huntley Fitzpatrick","Young Adult",5,Â£36.39,"In stock",https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html
"Miller's Valley",Instaread,Fiction,2,Â£58.54,"In stock",https://books.toscrape.com/catalogue/millers-valley_534/index.html
"Man's Search for Meaning","Viktor E. Frankl",Nonfiction,3,Â£29.48,"In stock",https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations","Ron Fournier",Nonfiction,2,Â£25.06,"In stock",https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
"Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want","Leopard Books",Nonfiction,3,Â£12.55,"In stock",https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
"Les Fleurs du Mal","Charles Baudelaire",Poetry,5,Â£29.04,"In stock",https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
"Left Behind (Left Behind #1)","Philena Kelly",Default,2,Â£40.72,"In stock",https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
"Kill 'Em and Leave: Searching for James Brown and the American Soul","James McBride",Music,5,Â£45.05,"In stock",https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
"Kierkegaard: A Christian Missionary to Christians","Mark A. Tietjen",Philosophy,1,Â£47.13,"In stock",https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html
"John Vassos: Industrial Design for Modern Life","Danielle Shapiro",Default,4,Â£20.22,"In stock",https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
"I'll Give You the Sun","Jandy Nelson",Default,1,Â£56.48,"In stock",https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
"I Will Find You","Sarah Lyu",Nonfiction,1,Â£44.21,"In stock",https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
"Hystopia: A Novel","David Means",Fiction,4,Â£21.96,"In stock",https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
"Howl and Other Poems","Allen Ginsberg",Poetry,2,Â£40.45,"In stock",https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
